epic, cmapaign, cdpp_6 [ppm], duration [days]
201386368, 1, 523.81256, 80.072244,
201386457, 1, 235.03255, 80.072308,
201386532, 1, 3337.5430, 80.072249,
201386598, 1, 486.91620, 80.072319,
201386662, 1, 2228.9968, 80.072248,
201386783, 1, 808.32257, 80.072243,
201386790, 1, 223.30733, 80.072244,
201386993, 1, 1331.8998, 80.072424,
201387455, 1, 890.68292, 80.072338,
201387472, 1, 771.39044, 80.072243,
201387602, 1, 407.79172, 80.072267,
201387794, 1, 804.94666, 80.072447,
201387797, 1, 93.772545, 80.072296,
201387819, 1, 164.97621, 80.072316,
201387872, 1, 462.13959, 80.072453,
201387956, 1, 985.48566, 80.072305,
201387979, 1, 493.95105, 80.072243,
201388000, 1, 1744.1072, 80.072263,
201388203, 1, 1735.7849, 80.072262,
201388219, 1, 3248.3132, 80.072247,
201388239, 1, 514.63684, 80.072272,
201388487, 1, 495.56070, 80.072249,
201388614, 1, 192.56659, 80.072307,
201388677, 1, 1379.9862, 79.970094,
201388687, 1, 135.40794, 80.072333,
201388771, 1, 963.13757, 80.072324,
201388819, 1, 383.46973, 80.072329,
201388897, 1, 1510.8074, 80.072422,
201389229, 1, 2127.3105, 80.072439,
201389273, 1, 2633.2378, 80.072336,
201389420, 1, 108.46334, 80.072426,
201389427, 1, 1014.2121, 80.072243,
201389504, 1, 1145.7069, 80.072441,
201389611, 1, 1652.2452, 80.072308,
201389822, 1, 25.613297, 80.072296,
201389857, 1, 514.51654, 80.072337,
201390014, 1, 3893.1599, 80.072444,
201390033, 1, 2936.5479, 80.072263,
201390096, 1, 713.31244, 80.072243,
201390218, 1, 371.17828, 80.072246,
201390233, 1, 981.36884, 80.072328,
201390396, 1, 1563.0485, 80.072447,
201390531, 1, 293.01492, 80.051873,
201390651, 1, 527.36621, 80.072246,
201390700, 1, 112.72710, 80.072300,
201390855, 1, 541.35950, 80.072431,
201391064, 1, 1131.6658, 80.072245,
201391141, 1, 648.78973, 80.072242,
201391153, 1, 470.14938, 80.072325,
201391480, 1, 1231.9226, 80.072303,
201391611, 1, 257.23627, 80.072329,
201391957, 1, 798.42273, 80.072250,
201392089, 1, 546.77881, 80.072241,
201392125, 1, 2460.9285, 80.072308,
201392152, 1, 194.68401, 80.072260,
201392267, 1, 462.47012, 80.072265,
201393022, 1, 165.71399, 80.072321,
201393184, 1, 480.85217, 80.072254,
201393600, 1, 596.34637, 80.072246,
201393692, 1, 575.46063, 80.072265,
201393840, 1, 833.04388, 80.072334,
201393859, 1, 912.60114, 80.072321,
201394179, 1, 2452.1885, 80.072332,
201394274, 1, 661.81097, 80.072286,
201394321, 1, 371.95697, 80.072299,
201394380, 1, 1334.3687, 80.072437,
201394453, 1, 222.51347, 80.072274,
201394631, 1, 315.30560, 80.072317,
201394634, 1, 671.96350, 80.072433,
201394983, 1, 60.914257, 80.072254,
201395061, 1, 1525.7792, 80.072298,
201395165, 1, 423.66306, 80.072264,
201395782, 1, 399.69672, 80.072332,
201395866, 1, 179.92406, 80.072332,
201395953, 1, 203.68384, 80.072253,
201395977, 1, 548.29901, 80.072244,
201395998, 1, 128.90558, 80.072296,
201396084, 1, 232.72478, 80.051893,
201396114, 1, 374.37363, 80.072272,
201396584, 1, 948.41852, 80.072266,
201396644, 1, 465.95590, 80.072269,
201396752, 1, 748.22198, 80.072272,
201396914, 1, 862.19623, 80.072261,
201397536, 1, 196.32097, 80.072262,
201398207, 1, 1332.8004, 80.072422,
201398499, 1, 854.61584, 80.072421,
201398637, 1, 426.53204, 80.072265,
201398674, 1, 409.19510, 80.072249,
201398767, 1, 294.59537, 80.072337,
201398809, 1, 903.59741, 80.072246,
201399173, 1, 173.97417, 80.072260,
201399640, 1, 241.50542, 80.072276,
201399749, 1, 144.28270, 80.072320,
201399827, 1, 493.34189, 80.072263,
201400124, 1, 203.81131, 80.072249,
201400291, 1, 298.95056, 80.072262,
201400358, 1, 770.30261, 80.072240,
201400814, 1, 115.30521, 80.072281,
201400890, 1, 649.39923, 80.072305,
201401126, 1, 356.55154, 80.072293,
201401417, 1, 486.49466, 80.072242,
201401597, 1, 583.28119, 80.072245,
201402005, 1, 491.99152, 79.970134,
201402023, 1, 267.64023, 80.072335,
201402123, 1, 30.989429, 80.072259,
201402247, 1, 2681.2173, 80.072250,
201402475, 1, 344.99011, 80.072249,
201402490, 1, 1603.3129, 80.072319,
201402494, 1, 346.78271, 80.072323,
201402533, 1, 853.22400, 80.072329,
201402593, 1, 667.72266, 80.072251,
201402601, 1, 1125.6826, 80.072252,
201403246, 1, 100.24583, 80.072297,
201403513, 1, 233.55597, 80.072246,
201403514, 1, 277.35089, 80.072251,
201403676, 1, 161.54959, 80.072336,
201403717, 1, 463.41132, 80.072262,
201403814, 1, 153.50546, 80.072251,
201404197, 1, 965.78760, 80.072311,
201404214, 1, 1609.7277, 80.072279,
201404322, 1, 57.874432, 80.072241,
201404421, 1, 441.37561, 80.072260,
201404547, 1, 925.23389, 80.072315,
201404783, 1, 193.18515, 80.072300,
201404877, 1, 581.78845, 80.072252,
201404996, 1, 343.98639, 80.072249,
201405046, 1, 543.73138, 80.072308,
201405299, 1, 147.52452, 80.072238,
201405318, 1, 461.34390, 80.072240,
201405427, 1, 972.26904, 80.072334,
201405515, 1, 180.70822, 80.072326,
201405536, 1, 457.84460, 80.072310,
201405759, 1, 237.98090, 80.072311,
201405825, 1, 644.73425, 80.072319,
201405892, 1, 199.60220, 80.072259,
201405950, 1, 832.90436, 80.072276,
201405983, 1, 572.27765, 80.072273,
201406009, 1, 197.58855, 80.072276,
201406210, 1, 424.48981, 80.072241,
201406238, 1, 231.09787, 80.072242,
201406544, 1, 191.06949, 80.072275,
201406839, 1, 282.57361, 80.072326,
201406909, 1, 1622.8820, 80.072282,
201407063, 1, 582.74988, 80.072245,
201407278, 1, 581.95953, 80.072281,
201407404, 1, 689.27789, 80.072240,
201407449, 1, 404.98306, 80.072245,
201407713, 1, 955.52130, 80.072240,
201407774, 1, 293.74396, 80.072327,
201407872, 1, 399.37750, 80.072303,
201408418, 1, 293.20941, 80.072300,
201408634, 1, 514.04590, 80.072271,
201408964, 1, 566.50702, 80.072239,
201409195, 1, 427.11960, 80.072318,
201409563, 1, 414.38400, 80.072300,
201409954, 1, 76.703247, 80.072255,
201410218, 1, 1545.0734, 80.072270,
201410481, 1, 317.46979, 79.970134,
201410584, 1, 1075.2379, 80.072307,
201411202, 1, 1629.8718, 80.072282,
201411316, 1, 1927.7355, 80.072262,
201411387, 1, 266.99255, 80.072270,
201411571, 1, 504.52283, 80.072282,
201411644, 1, 1315.6887, 80.072284,
201411819, 1, 512.51654, 80.072246,
201411826, 1, 597.91852, 80.072245,
201411846, 1, 1917.1995, 80.072238,
201411891, 1, 251.12770, 80.072269,
201412128, 1, 53.648891, 80.072240,
201412216, 1, 983.02173, 80.072240,
201412498, 1, 586.96667, 80.072237,
201412502, 1, 621.19708, 80.072238,
201412815, 1, 178.67204, 80.072315,
201412866, 1, 1388.1205, 80.051848,
201413529, 1, 928.53064, 80.072248,
201413689, 1, 327.67212, 80.072301,
201413865, 1, 2635.4268, 80.072276,
201413932, 1, 439.32172, 80.072241,
201414774, 1, 690.09827, 80.072276,
201414822, 1, 161.66344, 80.072320,
201415183, 1, 560.65411, 80.072239,
201415414, 1, 569.87677, 80.051806,
201415433, 1, 310.41800, 80.072306,
201415774, 1, 484.48581, 80.072259,
201415986, 1, 1766.1473, 80.072295,
201416014, 1, 1105.0457, 80.072297,
201416193, 1, 243.30019, 80.072249,
201416208, 1, 605.48230, 80.072322,
201416246, 1, 2102.0779, 80.072266,
201416311, 1, 176.86189, 80.072247,
201416457, 1, 965.17279, 80.072316,
201416507, 1, 1035.4464, 80.072267,
201416531, 1, 1421.7552, 80.072247,
201416728, 1, 484.74750, 80.072264,
201416920, 1, 491.09613, 80.072237,
201416987, 1, 326.18762, 80.072321,
201416990, 1, 277.66858, 80.072276,
201417045, 1, 931.10162, 80.072239,
201417125, 1, 109.91528, 80.072331,
201417149, 1, 185.51579, 80.072316,
201417189, 1, 254.57205, 80.072255,
201417190, 1, 1191.5452, 80.072332,
201417238, 1, 457.41760, 80.072307,
201417245, 1, 902.66278, 80.072246,
201417312, 1, 2759.7898, 80.072324,
201417634, 1, 163.66354, 80.072263,
201417731, 1, 355.03632, 80.072296,
201418015, 1, 1248.6735, 80.072241,
201418160, 1, 763.07581, 80.072320,
201418173, 1, 1420.9808, 80.072264,
201418235, 1, 496.85013, 80.072271,
201418397, 1, 1132.1552, 80.072319,
201418919, 1, 239.76256, 80.072327,
201419027, 1, 398.99185, 80.072277,
201419079, 1, 111.20031, 80.072282,
201419083, 1, 406.84067, 80.072270,
201419227, 1, 334.26205, 80.072258,
201419249, 1, 57.002747, 80.072254,
201419283, 1, 2375.9878, 80.072280,
201419374, 1, 378.86942, 79.970078,
201419646, 1, 149.13002, 80.072269,
201419680, 1, 1437.1333, 80.072240,
201419803, 1, 538.74811, 80.072244,
201419961, 1, 278.82108, 80.072244,
201420533, 1, 339.09976, 80.072235,
201420793, 1, 106.96788, 80.051832,
201420976, 1, 225.74277, 80.072325,
201421072, 1, 7217.8442, 80.072322,
201421075, 1, 233.90393, 80.072292,
201421116, 1, 560.82812, 80.072271,
201421129, 1, 1444.6979, 80.072298,
201421162, 1, 1636.7146, 80.072318,
201421197, 1, 689.49731, 80.072242,
201421351, 1, 298.84244, 80.072237,
201421495, 1, 1659.6517, 80.072235,
201421887, 1, 498.86270, 80.072237,
201422674, 1, 1837.8928, 80.072307,
201422747, 1, 1402.5682, 80.072270,
201423260, 1, 494.54062, 80.072271,
201423537, 1, 1361.8170, 80.072254,
201423963, 1, 239.52203, 80.072299,
201424027, 1, 694.60431, 80.072235,
201424245, 1, 359.58694, 80.072241,
201424273, 1, 43.766930, 80.072274,
201424448, 1, 252.10333, 80.072298,
201424525, 1, 2213.2292, 80.072292,
201424608, 1, 544.59521, 80.072242,
201425057, 1, 1858.5225, 80.072238,
201425271, 1, 222.74585, 80.072238,
201425346, 1, 290.43494, 80.072245,
201425504, 1, 207.08356, 80.072247,
201425605, 1, 1394.6234, 80.072246,
201425748, 1, 252.43965, 80.072270,
201425819, 1, 170.10831, 80.072308,
201426327, 1, 387.21536, 80.072307,
201426531, 1, 559.13684, 80.072235,
201426541, 1, 559.23041, 80.072237,
201426597, 1, 393.07715, 80.072258,
201426754, 1, 125.48970, 80.072297,
201427083, 1, 141.28554, 80.072254,
201427257, 1, 1800.0795, 80.072238,
201428316, 1, 1907.6554, 80.072239,
201428341, 1, 179.58241, 80.072254,
201428759, 1, 872.80890, 80.072295,
201428932, 1, 32.719280, 79.970096,
201429086, 1, 581.11346, 80.072260,
201429115, 1, 428.07285, 80.072321,
201429279, 1, 369.81705, 80.072261,
201429318, 1, 291.26920, 80.072238,
201429683, 1, 141.16832, 80.072316,
201429766, 1, 104.18652, 80.072272,
201429771, 1, 71.161674, 80.072245,
201429818, 1, 552.70282, 80.072290,
201429963, 1, 577.34161, 80.072293,
201430005, 1, 59.144855, 80.072325,
201430034, 1, 816.13055, 80.072237,
201430397, 1, 128.50902, 80.072326,
201430413, 1, 889.80066, 80.072329,
201430581, 1, 740.05182, 80.072299,
201430669, 1, 1124.9026, 80.072278,
201430759, 1, 2830.8364, 80.072233,
201430845, 1, 294.16666, 80.072237,
201431056, 1, 118.37824, 80.072240,
201431119, 1, 405.01111, 80.072256,
201431349, 1, 605.85461, 80.072308,
201431893, 1, 196.79068, 80.072237,
201431895, 1, 1372.1772, 80.072254,
201432094, 1, 2418.9441, 80.072275,
201432200, 1, 240.99335, 80.072278,
201432259, 1, 230.38361, 80.072266,
201432397, 1, 392.72900, 79.970149,
201432728, 1, 778.52167, 80.072269,
201432969, 1, 1138.4615, 80.072277,
201433227, 1, 790.76337, 80.072266,
201433321, 1, 325.88138, 80.072264,
201433535, 1, 518.43073, 80.072233,
201433729, 1, 264.01392, 80.072315,
201433973, 1, 295.15518, 80.051832,
201434101, 1, 437.43655, 80.072251,
201434176, 1, 4004.7339, 80.072235,
201434427, 1, 577.47736, 80.072235,
201434452, 1, 35.481358, 80.072298,
201434685, 1, 330.63229, 80.072258,
201434755, 1, 154.44412, 80.072238,
201434769, 1, 862.39337, 80.072296,
201435045, 1, 226.70561, 80.072319,
201435165, 1, 1198.3225, 80.072310,
201435390, 1, 860.93567, 80.072295,
201435558, 1, 998.55969, 80.072287,
201435829, 1, 452.00211, 80.072398,
201435890, 1, 413.82745, 80.072243,
201436043, 1, 1854.9744, 80.072322,
201436119, 1, 195.59801, 80.072312,
201436363, 1, 1099.8341, 80.072315,
201436549, 1, 101.49781, 80.072244,
201436683, 1, 211.43167, 80.072270,
201436818, 1, 482.09634, 80.072238,
201436959, 1, 115.74731, 80.072299,
201437006, 1, 421.13547, 80.072310,
201437079, 1, 262.05249, 80.072235,
201437222, 1, 185.25841, 80.072314,
201437257, 1, 179.50894, 80.072298,
201437374, 1, 1283.9425, 80.072266,
201437502, 1, 494.22620, 80.072396,
201437541, 1, 546.91705, 80.072299,
201437545, 1, 1422.1809, 80.072243,
201437636, 1, 1162.7914, 80.072299,
201437973, 1, 1815.2584, 80.072242,
201438076, 1, 217.82770, 80.072261,
201438173, 1, 299.96570, 80.072305,
201438360, 1, 60.427174, 80.072237,
201438371, 1, 257.88248, 80.072298,
201438436, 1, 120.89457, 80.072265,
201438473, 1, 347.65997, 79.970154,
201438887, 1, 315.50320, 80.072314,
201439088, 1, 534.22375, 80.072231,
201439411, 1, 600.58972, 80.072234,
201439522, 1, 229.33572, 80.072268,
201439821, 1, 1580.0669, 80.072313,
201439896, 1, 470.42664, 80.072251,
201440144, 1, 387.54068, 80.072390,
201440271, 1, 430.01468, 80.072239,
201440281, 1, 180.28633, 80.072307,
201440379, 1, 427.50424, 80.072253,
201440396, 1, 457.27066, 80.072394,
201440449, 1, 40.349449, 80.072257,
201440462, 1, 338.95526, 80.072259,
201440509, 1, 818.29694, 80.072259,
201440686, 1, 156.86978, 80.072307,
201440915, 1, 610.51569, 79.970082,
201441199, 1, 512.00269, 80.072232,
201441219, 1, 621.57727, 80.072252,
201441494, 1, 1901.6113, 80.072233,
201441534, 1, 308.09433, 80.072254,
201441619, 1, 607.59296, 80.072302,
201441629, 1, 520.51654, 80.072395,
201442004, 1, 179.87727, 80.072289,
201442424, 1, 146.86827, 80.072299,
201442629, 1, 570.68793, 80.072270,
201442727, 1, 728.47534, 80.051828,
201442952, 1, 167.05452, 80.072232,
201443177, 1, 550.03119, 80.072304,
201443288, 1, 1086.6520, 80.072234,
201443300, 1, 583.46863, 80.072268,
201443451, 1, 1583.2156, 80.072236,
201443697, 1, 362.39325, 80.072307,
201443736, 1, 607.76752, 80.072275,
201443949, 1, 264.15329, 80.051826,
201443979, 1, 94.603600, 80.072398,
201444130, 1, 126.63466, 80.072240,
201444173, 1, 97.269455, 80.072380,
201444296, 1, 148.85385, 80.072385,
201444380, 1, 451.46500, 80.072308,
201444817, 1, 723.11969, 80.072255,
201445069, 1, 1196.1492, 80.072299,
201445111, 1, 259.49377, 80.072240,
201445309, 1, 786.45087, 80.072257,
201445445, 1, 141.09615, 80.072235,
201445741, 1, 1390.2306, 80.072239,
201446083, 1, 161.71292, 80.072270,
201446118, 1, 507.84116, 80.072233,
201446187, 1, 339.49603, 80.072254,
201446445, 1, 511.80530, 80.072237,
201446516, 1, 372.84055, 80.072263,
201446560, 1, 82.779213, 80.072385,
201446562, 1, 998.18048, 80.072295,
201446581, 1, 1228.2715, 80.072235,
201446616, 1, 253.95885, 80.072233,
201446626, 1, 1141.1271, 80.072258,
201446672, 1, 786.04810, 80.072253,
201446725, 1, 325.91776, 80.072230,
201446898, 1, 1237.6658, 80.072242,
201447136, 1, 294.11102, 80.072269,
201447307, 1, 98.848129, 80.072265,
201447359, 1, 192.36667, 80.051862,
201447517, 1, 134.51639, 80.072264,
201447567, 1, 490.96072, 80.072257,
201447774, 1, 477.75098, 80.072238,
201447823, 1, 1470.0471, 80.072254,
201448099, 1, 1766.1925, 80.072376,
201448352, 1, 945.72827, 80.072369,
201448527, 1, 88.444496, 80.072237,
201448819, 1, 126.36488, 80.051824,
201449109, 1, 121.70998, 80.072248,
201449253, 1, 295.51624, 80.072230,
201449345, 1, 3456.2527, 80.072230,
201449516, 1, 621.99524, 80.072242,
201449738, 1, 2203.0891, 80.072256,
201449877, 1, 330.49124, 80.072271,
201449997, 1, 369.24371, 80.072247,
201450136, 1, 495.20532, 80.072232,
201450420, 1, 449.18842, 80.072297,
201450460, 1, 263.81897, 80.072239,
201450518, 1, 595.96222, 80.072254,
201451008, 1, 451.79422, 80.072237,
201451193, 1, 859.10986, 80.072362,
201451468, 1, 467.84012, 80.072256,
201451586, 1, 422.51620, 80.072252,
201451761, 1, 601.23737, 80.072238,
201451841, 1, 275.25403, 80.072241,
201451863, 1, 956.31390, 80.072236,
201452133, 1, 752.99817, 80.072265,
201452167, 1, 336.34644, 79.970202,
201452188, 1, 452.28696, 80.072249,
201452682, 1, 1408.2701, 80.072232,
201452700, 1, 127.65392, 80.072393,
201452743, 1, 228.83670, 80.072228,
201452800, 1, 586.52032, 80.072257,
201452912, 1, 752.17389, 80.072248,
201452987, 1, 1331.2477, 80.072267,
201452988, 1, 867.56287, 80.072371,
201453005, 1, 293.05573, 80.072391,
201453103, 1, 210.06081, 80.072395,
201453316, 1, 436.17691, 80.072231,
201453447, 1, 278.52954, 80.072290,
201453584, 1, 480.15396, 80.072289,
201453614, 1, 190.88554, 80.072260,
201453615, 1, 110.00883, 80.072285,
201453774, 1, 700.50208, 80.072232,
201453829, 1, 758.54968, 80.072372,
201453852, 1, 422.33380, 80.072239,
201454231, 1, 133.10538, 80.072235,
201454320, 1, 551.17242, 79.970072,
201454385, 1, 168.19633, 80.072290,
201454917, 1, 120.87264, 80.072228,
201454992, 1, 316.48203, 79.970096,
201455096, 1, 250.15601, 80.072232,
201455197, 1, 356.90805, 80.072356,
201455709, 1, 589.27008, 80.072234,
201455776, 1, 356.47589, 80.072285,
201455922, 1, 176.27615, 80.072355,
201456039, 1, 131.41396, 80.072248,
201456056, 1, 344.10938, 80.072396,
201456238, 1, 1923.0844, 80.072353,
201456454, 1, 487.09686, 80.072230,
201456487, 1, 158.86380, 80.072360,
201457110, 1, 1689.6997, 80.072227,
201457128, 1, 244.95532, 80.072240,
201457215, 1, 81.615662, 80.072372,
201457221, 1, 167.31161, 80.072266,
201457244, 1, 168.02084, 80.072240,
201457473, 1, 231.65160, 80.072229,
201457650, 1, 296.05054, 80.072263,
201457750, 1, 129.62816, 80.072287,
201457934, 1, 708.42896, 80.072228,
201457981, 1, 1092.1104, 80.072231,
201458054, 1, 342.00006, 80.072285,
201458201, 1, 360.07816, 80.072231,
201458291, 1, 362.28342, 80.072359,
201459065, 1, 1172.8422, 80.072265,
201459111, 1, 1994.7223, 80.072375,
201459437, 1, 577.36353, 80.072228,
201459929, 1, 461.13174, 80.072256,
201459934, 1, 448.83926, 80.072258,
201460114, 1, 710.59119, 80.072231,
201460187, 1, 470.11035, 80.072233,
201460203, 1, 543.63080, 80.072267,
201460847, 1, 361.44312, 80.072354,
201461095, 1, 630.21771, 80.072378,
201461116, 1, 770.03845, 80.072375,
201461210, 1, 74.833023, 80.072230,
201461351, 1, 127.91631, 80.072367,
201461352, 1, 522.74030, 80.072344,
201461410, 1, 537.55536, 80.072231,
201461505, 1, 689.88446, 80.072259,
201461539, 1, 1262.2150, 80.072269,
201461792, 1, 1345.4889, 80.072245,
201462078, 1, 284.83466, 80.072262,
201462470, 1, 1324.3596, 80.072248,
201462525, 1, 268.56882, 80.072387,
201462538, 1, 164.67259, 80.072245,
201462681, 1, 200.15411, 80.072262,
201462691, 1, 444.77679, 80.072371,
201462766, 1, 798.55914, 80.072233,
201462822, 1, 504.91476, 80.072240,
201462957, 1, 409.71646, 80.072249,
201463048, 1, 715.12018, 80.072372,
201463071, 1, 155.10533, 79.970069,
201463106, 1, 182.22949, 80.072253,
201463620, 1, 374.83807, 80.072370,
201463719, 1, 569.29706, 80.072227,
201464175, 1, 575.96899, 80.072259,
201464312, 1, 1085.4768, 80.072344,
201464385, 1, 513.37946, 80.072392,
201464437, 1, 185.16232, 80.072254,
201464476, 1, 477.59760, 80.072232,
201464546, 1, 1398.3173, 80.072229,
201464730, 1, 83.267487, 80.072355,
201464746, 1, 102.02574, 80.072355,
201464921, 1, 414.23587, 80.072347,
201464997, 1, 177.97983, 80.072232,
201465450, 1, 1158.4084, 80.072230,
201466124, 1, 55.082531, 80.072236,
201466171, 1, 183.90063, 80.072246,
201466241, 1, 432.47964, 80.072237,
201466285, 1, 369.47916, 80.072392,
201466357, 1, 475.27747, 80.072229,
201466538, 1, 375.44064, 80.072355,
201466539, 1, 1530.1934, 80.072248,
201466648, 1, 85.528915, 80.072383,
201466983, 1, 461.34006, 80.072354,
201467221, 1, 466.35999, 80.072231,
201467296, 1, 1134.0760, 80.072246,
201467937, 1, 1361.6735, 80.072343,
201468480, 1, 433.15897, 80.072253,
201468525, 1, 761.40247, 80.072230,
201468827, 1, 607.86310, 80.072230,
201468930, 1, 741.50800, 80.072225,
201468971, 1, 428.05887, 80.072264,
201469063, 1, 114.09378, 80.072360,
201469329, 1, 217.00447, 80.072238,
201469541, 1, 216.18497, 80.072226,
201469738, 1, 238.03052, 80.072393,
201469885, 1, 148.96506, 80.072353,
201469890, 1, 470.25015, 80.072382,
201469908, 1, 386.38351, 80.051820,
201470716, 1, 461.74783, 80.072382,
201470762, 1, 438.64822, 80.072376,
201471011, 1, 916.13623, 80.072232,
201471046, 1, 550.44379, 80.072244,
201471105, 1, 370.93262, 80.072355,
201471185, 1, 373.34891, 80.072229,
201471546, 1, 672.05414, 80.072248,
201471998, 1, 340.29999, 80.072378,
201472370, 1, 117.24551, 80.072343,
201472508, 1, 310.07394, 80.072225,
201472709, 1, 75.569305, 80.072253,
201472883, 1, 1436.6152, 80.072345,
201473085, 1, 529.01636, 80.072259,
201473109, 1, 490.76208, 80.072386,
201473133, 1, 256.58176, 80.072373,
201473152, 1, 694.38464, 80.072356,
201473303, 1, 582.10272, 80.072226,
201474130, 1, 478.18060, 80.072233,
201474217, 1, 535.34039, 80.072387,
201474269, 1, 388.83130, 80.072227,
201474305, 1, 65.721718, 80.072384,
201474665, 1, 412.05896, 80.072250,
201474699, 1, 139.54498, 80.051818,
201475068, 1, 1212.6471, 80.072232,
201475118, 1, 739.49677, 80.072224,
201475592, 1, 659.39484, 80.072317,
201475692, 1, 158.98625, 80.072347,
201475978, 1, 548.49585, 80.072236,
201476129, 1, 514.17389, 80.072224,
201476140, 1, 609.62292, 80.072256,
201476341, 1, 1962.6249, 80.072374,
201476479, 1, 1118.0548, 80.072235,
201476483, 1, 101.19877, 80.072254,
201476553, 1, 1144.1912, 80.072258,
201476702, 1, 63.765354, 80.072231,
201476813, 1, 172.46443, 80.072388,
201477278, 1, 446.92017, 80.072243,
201477319, 1, 177.03108, 80.072392,
201477336, 1, 506.46680, 80.072237,
201477608, 1, 809.97772, 80.072223,
201477944, 1, 272.19415, 80.072367,
201478017, 1, 820.93207, 80.072224,
201478142, 1, 405.43732, 80.072254,
201478190, 1, 695.52905, 80.072248,
201478262, 1, 1444.3241, 80.072352,
201478286, 1, 75.371803, 80.072358,
201478321, 1, 394.29498, 80.072243,
201478506, 1, 484.36081, 80.051819,
201478548, 1, 314.53937, 80.072248,
201478825, 1, 1478.8997, 80.072318,
201478934, 1, 1671.7020, 80.072231,
201479019, 1, 1865.1558, 80.072383,
201479044, 1, 285.13351, 80.072234,
201479538, 1, 503.71628, 80.072392,
201480086, 1, 423.95996, 80.072250,
201480240, 1, 461.82236, 80.072232,
201480303, 1, 1804.8949, 80.072358,
201480351, 1, 387.86133, 80.072245,
201480558, 1, 142.66902, 80.072252,
201480575, 1, 130.01378, 80.051874,
201480656, 1, 691.41309, 80.072248,
201480948, 1, 876.85101, 80.072227,
201480991, 1, 341.20499, 80.072368,
201480995, 1, 207.32254, 80.072231,
201481124, 1, 490.72318, 80.072368,
201481833, 1, 1135.5336, 80.072305,
201481952, 1, 373.05051, 80.072370,
201482319, 1, 326.08899, 80.072369,
201482328, 1, 429.54520, 80.072390,
201482449, 1, 379.51566, 80.072222,
201482623, 1, 344.19083, 80.072230,
201482956, 1, 499.43860, 80.072235,
201483004, 1, 268.78714, 80.072345,
201484420, 1, 271.93106, 80.072312,
201484436, 1, 2045.4089, 80.072231,
201484494, 1, 454.55173, 79.970075,
201484510, 1, 45.191872, 80.051803,
201484538, 1, 2588.4736, 80.072310,
201484587, 1, 583.01379, 80.072297,
201484831, 1, 552.22137, 80.072233,
201485269, 1, 153.85451, 80.072376,
201485588, 1, 71.203842, 80.072376,
201485775, 1, 160.71289, 80.072228,
201485912, 1, 175.98979, 80.072232,
201485958, 1, 738.02557, 80.072358,
201486096, 1, 191.62242, 80.072307,
201486425, 1, 257.05759, 80.072246,
201486511, 1, 1063.2903, 80.072222,
201486557, 1, 491.03882, 80.072295,
201486560, 1, 588.48401, 80.072365,
201486981, 1, 82.621925, 80.072228,
201487025, 1, 2990.8694, 80.072227,
201487592, 1, 403.04697, 80.072304,
201487746, 1, 432.83554, 80.072372,
201488190, 1, 331.11121, 80.072306,
201488286, 1, 301.61072, 80.072368,
201488428, 1, 649.17090, 80.072353,
201488486, 1, 245.74538, 80.072234,
201488738, 1, 659.68213, 80.072373,
201489009, 1, 144.82660, 80.072391,
201489075, 1, 212.72537, 80.051914,
201489247, 1, 119.41798, 79.970081,
201489249, 1, 1144.7209, 80.072291,
201489357, 1, 338.82394, 80.072369,
201490049, 1, 1491.1134, 80.072231,
201490164, 1, 409.64774, 80.072303,
201490171, 1, 59.064407, 80.072241,
201490500, 1, 857.20795, 80.072388,
201490609, 1, 1748.8076, 80.072298,
201490631, 1, 315.77426, 80.072223,
201491057, 1, 122.67851, 80.072223,
201491139, 1, 390.23083, 80.072233,
201491178, 1, 790.05200, 80.072286,
201491315, 1, 726.26196, 80.072225,
201491395, 1, 89.823708, 80.072305,
201491714, 1, 525.06378, 80.072335,
201492424, 1, 3829.4102, 80.072222,
201492605, 1, 460.90494, 80.072223,
201492735, 1, 121.66618, 80.072315,
201492897, 1, 338.25354, 80.072336,
201493012, 1, 150.38554, 80.072221,
201493352, 1, 276.92404, 80.072338,
201493357, 1, 1397.7898, 80.072221,
201493383, 1, 232.12962, 80.072318,
201493492, 1, 148.30688, 80.072367,
201493524, 1, 89.098686, 80.072314,
201493658, 1, 134.68217, 80.072339,
201494016, 1, 266.44559, 80.072322,
201494102, 1, 123.94714, 80.072316,
201494107, 1, 222.35278, 80.072340,
201494210, 1, 593.96570, 80.072228,
201495042, 1, 325.76459, 80.051959,
201495048, 1, 62.128639, 80.072297,
201495382, 1, 275.20386, 80.072365,
201495501, 1, 1013.5461, 80.072375,
201495642, 1, 450.26483, 80.072306,
201495683, 1, 51.195213, 80.072377,
201495699, 1, 666.27997, 80.072220,
201495869, 1, 225.17290, 80.072348,
201496021, 1, 464.50861, 80.072308,
201496165, 1, 266.55695, 80.072321,
201496250, 1, 642.86920, 80.072222,
201496491, 1, 381.18414, 80.072333,
201496584, 1, 274.25357, 80.072230,
201496727, 1, 828.86511, 80.072376,
201497431, 1, 175.48555, 80.072338,
201497578, 1, 568.40845, 80.072347,
201497692, 1, 1520.4899, 80.072290,
201497763, 1, 90.132385, 80.072291,
201497849, 1, 91.277122, 80.072223,
201498209, 1, 3433.5881, 80.072280,
201498331, 1, 1690.3138, 80.072391,
201498396, 1, 201.88921, 80.072226,
201498480, 1, 95.734978, 80.072315,
201498500, 1, 69.296761, 80.051867,
201498708, 1, 326.78235, 80.072299,
