EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
212821378,13 51 22.562,-04 51 48.22,1,9.166,,4971-1063-1,426-058948,13512255-0451480,,STAR,gri,rpm,-33,1.6,-3.1,1.7,,,11.199,0.099,9.816,0.038,,,10.573,0.03,9.169,0.01,8.563,0.06,,,7.022,0.03,6.177,0.04,6.027,0.02,,,,,,,,,4062,81,48,1.126,0.477,0.054,-0.49,0.22,0.05,44.19,2.511,17.317,0.97,0.054,0.019,1.09E-05,3.94E-05,1.80E-06,1202,36.07,412.4,0.058,0.01,0.019,AAA-111-111-000-0-0,,
212821470,13 51 16.007,-04 51 37.19,1,9.75,,4971-1067-1,426-058944,13511599-0451370,,STAR,gri,rpm,0.1,1.6,-0.4,1.8,,,11.237,0.093,10.075,0.045,,,10.675,0.03,9.688,0.04,9.354,0.06,,,8.044,0.03,7.409,0.042,7.277,0.033,,,,,,,,,4560,109,91,2.373,0.135,0.621,-0.088,0.2,0.44,11.952,9.001,1.373,1.24,0.271,0.271,7.30E-04,3.75E-04,6.21E-04,644.7,436.1,71.43,0.058,0.028,0.023,AAA-111-111-000-0-0,,
212823316,13 44 40.701,-04 47 58.53,1,9.309,,4970-694-1,427-056993,13444070-0447585,,STAR,gri,rpm,-15.5,1.2,3.5,1.2,,,9.806,0.028,9.256,0.022,,,9.915,0.23,9.438,0.26,9.048,0.01,,,8.284,0.024,8.06,0.047,7.977,0.021,,,,,,,,,6288,327,327,3.921,0.235,0.235,0.015,0.12,0.21,1.932,0.842,0.503,1.392,0.341,0.213,0.162,0.217,0.093,181.5,80.62,49.05,0.045,0.024,0.02,AAA-111-111-000-0-0,,
212823881,13 51 31.926,-04 46 43.55,1,9.608,,4971-1097-1,427-057174,13513192-0446436,,STAR,gri,rpm,-46.9,1.2,5.1,1.3,,,9.935,0.03,9.518,0.027,,,10.071,0.04,9.489,0.14,9.41,0.06,,,8.666,0.034,8.507,0.055,8.497,0.034,,,,,,,,,6300,260,260,4.174,0.14,0.224,0.022,0.12,0.15,1.443,0.502,0.246,1.255,0.166,0.138,0.363,0.232,0.199,156.1,55.84,27.16,0.042,0.022,0.018,AAA-111-111-000-0-0,,
212825210,13 45 20.405,-04 44 05.90,1,9.487,,4970-733-1,427-057012,13452040-0444058,,STAR,gri,rpm,-23.3,1.5,-4.6,1.5,,,10.853,0.065,9.802,0.035,,,10.366,0.1,9.58,0.19,9.11,0.04,,,7.906,0.029,7.387,0.034,7.206,0.023,,,,,,,,,4731,115,115,2.443,0.391,0.085,-0.172,0.2,0.28,10.896,0.812,3.468,1.204,0.318,0.199,8.98E-04,0.002,1.68E-04,563.7,36.98,162,0.057,0.026,0.026,AAA-111-111-000-0-0,,
212827142,13 31 47.498,-04 40 07.63,1,8.439,,4969-836-1,427-056625,13314749-0440073,,STAR,gri,rpm,-13.2,1.2,-9.9,1.3,,,10.678,0.068,9.125,0.023,,,9.982,0.01,9.122,0.1,7.778,0.05,,,6.083,0.024,5.289,0.024,5.056,0.016,,,,,,,,,3586,86,35,0.729,0.162,0.189,-0.023,0.12,0.18,75.832,19.503,13.508,1.213,0.068,0.059,2.51E-06,1.92E-06,1.22E-06,1127,294.3,198.1,0.038,0.011,0.009,AAA-111-111-000-0-0,,
212827709,13 46 47.556,-04 38 58.44,1,9.54,,4970-585-1,427-057051,13464755-0438584,,STAR,gri,rav,-37.2,1.3,11.6,1.3,,,9.998,0.031,9.514,0.027,,,10.1,0.07,9.726,0.03,9.3,0.06,,,8.642,0.023,8.413,0.069,8.329,0.029,,,,,,,,,6454,155,155,4.102,0.135,0.162,-0.009,0.1,0.1,1.682,0.354,0.293,1.355,0.132,0.11,0.264,0.179,0.107,180.4,44.01,30.01,0.041,0.024,0.015,AAA-111-111-000-0-0,,
212828546,13 34 33.750,-04 37 21.05,1,9.771,,4969-912-1,427-056714,13343374-0437209,,STAR,gri,rav,-46.9,1.2,-11,1.3,,,10.201,0.036,9.672,0.031,,,10.219,0.28,9.761,0.16,9.579,0.07,,,8.831,0.032,8.612,0.065,8.578,0.023,,,,,,,,,6167,147,147,4.065,0.162,0.162,0,0.1,0.12,1.717,0.405,0.385,1.285,0.156,0.13,0.248,0.22,0.102,195.1,46.58,37.6,0.043,0.021,0.015,AAA-112-111-000-0-0,,
212828594,13 26 49.230,-04 37 14.83,1,9.411,,4962-1101-1,427-056480,13264923-0437147,,STAR,gri,rpm,-2.4,1.1,-5.4,1.2,,,9.707,0.025,9.251,0.022,,,10.317,0.4,9.608,0.13,9.023,0.05,,,8.305,0.029,8.083,0.055,8.034,0.02,,,,,,,,,6259,252,403,3.848,0.32,0.2,0.016,0.15,0.18,2.249,0.884,0.835,1.487,0.22,0.352,0.114,0.232,0.07,199.2,80.9,75.59,0.049,0.03,0.025,AAA-111-111-000-0-0,,
212828608,13 45 05.339,-04 37 13.23,1,9.99,67092,4970-1091-1,427-057007,13450533-0437132,,STAR,gri,plx,-159.88,2.1,-95.65,1.15,39.84,1.97,11.707,0.152,10.525,0.063,,,11.304,0.03,9.988,0.05,9.427,0.03,,,8.031,0.029,7.328,0.04,7.195,0.017,,,,,,,,,4029,64,48,4.803,0.025,0.025,0.049,0.08,0.1,0.483,0.03,0.028,0.548,0.033,0.033,4.794,0.635,0.56,25.1,1.241,1.241,0.006,0.003,0.002,AAA-111-111-000-0-0,,
212831108,13 41 50.427,-04 32 07.49,1,8.271,,4970-630-1,428-058289,,,STAR,gri,,-21.5,1.4,-4.6,1.5,,,10.876,0.074,9.432,0.027,,,10.171,0.02,9.132,0.07,7.456,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212832072,13 29 23.925,-04 30 01.98,1,9.991,,4962-486-1,428-057920,13292392-0430020,,STAR,gri,rpm,-48.6,1.1,-13.4,1.2,,,10.522,0.044,9.912,0.034,,,10.193,0.02,9.924,0.02,9.687,0.02,,,9.03,0.035,8.764,0.027,8.738,0.024,,,,,,,,,6228,92,394,4.188,0.186,1.612,-0.748,0.36,1.08,1.334,6.036,0.366,0.899,0.196,0.082,0.396,0.416,0.394,166.3,591.7,40.73,0.036,0.014,0.01,AAA-112-111-000-0-0,,
212832331,13 29 03.922,-04 29 29.36,1,9.886,,4962-1071-1,428-057908,13290391-0429292,,STAR,gri,rav,33.5,1.1,-48.1,1.2,,,10.351,0.038,9.82,0.032,,,10.038,0.03,9.835,0.03,9.489,0.02,,,8.801,0.026,8.552,0.057,8.512,0.023,,,,,,,,,5964,140,211,3.738,0.095,0.133,-0.034,0.12,0.15,2.657,0.645,0.4,1.447,0.189,0.158,0.071,0.029,0.027,292.7,61.47,50.8,0.048,0.027,0.015,AAA-112-111-000-0-0,,
212832982,13 32 22.603,-04 27 58.99,1,9.474,,4969-735-1,428-058005,13322259-0427591,,STAR,gri,rav,-3.9,1.3,-7.3,1.4,,,10.767,0.063,9.806,0.038,,,10.255,0.01,9.516,0.01,9.14,0.01,,,8.056,0.03,7.552,0.042,7.448,0.024,,,,,,,,,4722,113,169,2.322,0.08,0.144,-0.274,0.12,0.15,12.022,2.051,1.007,1.096,0.145,0.091,6.36E-04,1.93E-04,2.41E-04,650.6,92.27,51.75,0.057,0.03,0.025,AAA-111-111-000-0-0,,
212833004,13 28 42.279,-04 27 56.06,1,9.158,65751,4962-1121-1,428-057899,13284227-0427560,,STAR,gri,plx,9.83,0.81,-5.35,0.52,3.38,0.81,8.669,0.017,8.408,0.014,,,9.252,0.02,9.126,0.1,8.432,0.21,,,7.859,0.02,7.758,0.049,7.701,0.026,,,,,,,,,7147,350,292,3.704,0.14,0.14,0.021,0.12,0.12,3.209,0.64,0.629,2.029,0.147,0.176,0.055,0.039,0.023,295.9,70.9,70.9,0.052,0.025,0.021,AAA-111-111-000-0-0,,
212833180,13 42 24.390,-04 27 32.24,1,9.582,,4970-1272-1,428-058304,13422438-0427319,,STAR,gri,rav,14.2,1.9,-7.6,2,,,11.213,0.083,9.972,0.039,,,10.643,0.01,9.578,0.01,9.128,0.03,,,7.868,0.024,7.263,0.044,7.081,0.021,,,,,,,,,4231,85,102,1.64,0.1,0.12,-0.235,0.15,0.12,25.812,3.879,2.163,1.126,0.116,0.116,6.17E-05,2.15E-05,2.11E-05,1122,140.4,79.69,0.057,0.028,0.023,AAA-111-111-000-0-0,,
212833217,13 30 45.037,-04 27 27.69,1,9.223,,4969-705-1,428-057955,13304504-0427276,,STAR,gri,rav,-46.4,0.9,-44.1,1,,,10.091,0.035,9.344,0.024,,,9.799,0.01,9.458,0.06,8.976,0.01,,,8.2,0.021,7.907,0.04,7.871,0.02,,,,,,,,,5623,202,134,3.78,0.1,0.12,-0.105,0.15,0.12,2.373,0.46,0.386,1.277,0.152,0.152,0.094,0.046,0.036,179.5,43.8,29.86,0.039,0.026,0.013,AAA-111-111-000-0-0,,
212833580,13 26 37.961,-04 26 44.94,1,9.334,65570,4962-1133-1,428-057850,13263796-0426449,,STAR,gri,rpm,4.8,1.09,3.06,0.8,-0.21,1.23,10.534,0.052,9.494,0.027,,,10.218,0.32,9.482,0.14,8.955,0.15,,,7.764,0.026,7.213,0.029,7.143,0.024,,,,,,,,,4730,141,113,2.459,0.248,0.155,-0.13,0.2,0.4,10.935,1.448,1.516,1.272,0.601,0.328,8.92E-04,9.05E-04,3.16E-04,539.9,74.87,55.38,0.054,0.028,0.02,AAA-111-111-000-0-0,,
212835222,13 35 32.043,-04 23 23.53,1,8.059,66324,4969-1260-1,429-056326,,,STAR,gri,plx,-17.01,1.02,0.19,0.64,1.56,1.25,10.162,0.047,8.666,0.018,,,9.816,0.14,8.881,0.24,7.306,0.18,,,,,,,,,,,,,,,,,4038,99,99,1.3,0.3,0.42,-0.193,0.25,0.5,38.751,16.901,10.091,1.134,0.301,0.251,1.68E-05,2.70E-05,1.24E-05,641,513.6,513.6,0.054,0.028,0.024,,,
212839544,13 30 03.127,-04 14 02.24,1,8.703,,4969-682-1,429-056171,13300312-0414023,,STAR,gri,rpm,-11.4,1.6,-1.5,1.5,,,10.832,0.069,9.389,0.026,,,10.155,0.02,9.19,0.04,8.08,0.01,,,6.579,0.018,5.784,0.031,5.581,0.02,,,,,,,,,3576,35,35,0.876,0.054,0.02,0.14,0.06,0.06,64.223,50.088,1.284,1.13,0.163,0.023,4.30E-06,5.02E-07,2.58E-07,1239,804.1,37.17,0.027,0.021,0.001,AAA-111-111-000-0-0,,
213062557,19 04 45.161,-30 56 55.13,1,8.859,,7410-2809-1,296-218049,19044515-3056552,,STAR,BV,rpm,-1.5,1.3,-8,1.3,,,8.822,0.017,8.763,0.015,,,,,,,,,,,8.629,0.027,8.607,0.051,8.6,0.021,,,,,,,,,9368,1712,1223,3.868,0.27,0.27,0.022,0.12,0.12,2.917,1.222,1,2.642,0.516,0.619,0.084,0.177,0.051,445.5,188.1,153.6,0.108,0.09,0.034,AAA-112-111-000-0-0,,
213189631,19 09 06.995,-30 22 13.32,1,9.858,,7410-2208-1,299-230662,19090699-3022132,,STAR,BV,rpm,-14.4,1.6,2.1,1.6,,,10.595,0.043,9.974,0.034,,,,,,,,,,,8.667,0.026,8.405,0.061,8.327,0.024,,,,,,,,,6558,301,541,3.73,0.264,0.132,0.042,0.12,0.15,2.74,0.806,0.83,1.644,0.347,0.231,0.067,0.104,0.028,295.6,125.4,88.05,0.083,0.069,0.018,AAA-111-111-000-0-0,,
213247234,19 03 34.563,-30 08 04.26,1,8.745,,7410-212-1,300-247261,19033455-3008041,,STAR,gri,rpm,-2.5,1.5,-0.7,1.5,,,10.141,0.036,9.086,0.019,,,9.838,0.03,9.042,0.04,8.277,0.02,,,7.076,0.019,6.538,0.034,6.413,0.02,,,,,,,,,4927,79,99,2.642,0.13,0.156,-0.063,0.1,0.1,11.868,2.612,1.813,2.493,0.431,0.603,0.001,8.00E-04,4.93E-04,448.7,111.8,65.92,0.096,0.042,0.019,AAA-111-111-000-0-0,,
213251400,19 07 21.885,-30 07 04.02,1,9.952,,7410-142-1,300-248615,19072188-3007039,,STAR,gri,rpm,-14.5,2.7,-6.8,2.4,,,10.766,0.053,10.178,0.043,,,10.34,0.03,9.935,0.04,9.785,0.01,,,8.893,0.032,8.607,0.04,8.579,0.021,,,,,,,,,6062,167,143,4.046,0.31,0.31,-0.062,0.2,0.4,1.474,1.208,0.381,1.12,0.414,0.148,0.248,0.467,0.178,169.1,130.5,46.04,0.053,0.041,0.02,AAA-112-111-000-0-0,,
213279447,19 10 27.634,-30 00 25.62,1,6.463,94184,7410-3048-1,300-249490,19102762-3000257,,STAR,BV,plx,71.38,0.6,-64.78,0.33,18.72,0.5,6.962,0.015,6.513,0.01,,,,,,,,,,,5.655,0.02,5.495,0.018,5.447,0.018,,,,,,,,,6892,277,277,4.099,0.045,0.045,0.051,0.09,0.12,1.797,0.076,0.073,1.505,0.061,0.061,0.254,0.038,0.039,53.42,1.603,1.603,0,0,0,AAA-111-111-000-0-0,,
213303228,19 17 13.484,-29 55 11.40,1,9.948,94791,6887-1013-1,301-259382,19171348-2955114,,STAR,gri,plx,14.55,2.76,-7.87,1.6,5.59,2.55,10.647,0.058,10.244,0.058,,,10.285,0.03,9.941,0.04,9.803,0.06,,,9.027,0.023,8.778,0.025,8.687,0.023,,,,,,,,,6273,190,152,4.188,0.155,0.31,-0.031,0.15,0.24,1.425,0.918,0.257,1.239,0.287,0.159,0.362,0.303,0.255,178.9,81.6,81.6,0.055,0.036,0.016,AAA-222-111-000-0-0,,
213332010,19 10 41.821,-29 48 49.20,1,7.878,94202,6886-1244-1,301-257631,19104183-2948490,,STAR,BV,plx,-106.32,0.98,-89.25,0.49,13.33,0.73,8.589,0.017,7.987,0.012,,,,,,,,,,,6.945,0.019,6.705,0.024,6.632,0.024,,,,,,,,,6291,187,225,4.17,0.095,0.095,-0.056,0.16,0.24,1.455,0.126,0.138,1.218,0.095,0.095,0.363,0.138,0.1,75.02,4.108,4.108,0.025,0.009,0.005,AAA-111-111-000-0-0,,
213379292,19 13 07.478,-29 38 14.49,1,9.191,,6886-1476-1,302-258942,19130748-2938143,,STAR,gri,rpm,-0.8,1.5,-10.1,1.5,,,8.694,0.017,8.69,0.014,,,9.607,0.01,8.885,0.04,9.012,0.06,,,8.605,0.024,8.658,0.025,8.626,0.025,,,,,,,,,10108,1485,928,4.057,0.16,0.288,0.026,0.12,0.12,2.407,1.183,0.598,2.738,0.44,0.616,0.156,0.152,0.096,379.7,180.9,122.5,0.099,0.085,0.025,AAA-122-111-000-0-0,,
213385540,19 03 33.516,-29 36 50.44,1,9.352,93583,6885-989-1,302-256001,19033351-2936504,,STAR,gri,plx,-1.86,1.76,-6.77,1.09,3.12,1.4,9.125,0.019,9.062,0.019,,,9.645,0.04,9.276,0.09,9.226,0.02,,,8.894,0.023,8.887,0.022,8.857,0.021,,,,,,,,,7708,245,294,3.959,0.21,0.252,0.081,0.1,0.12,2.2,0.873,0.535,1.895,0.287,0.205,0.139,0.162,0.075,320.5,143.8,143.8,0.096,0.065,0.03,AAA-122-111-000-0-0,,
213387881,19 21 39.368,-29 36 19.67,1,6.996,95164,6887-1631-1,302-261026,19213936-2936195,,STAR,BV,plx,123.81,0.6,-9.84,0.36,21.92,0.63,7.669,0.016,7.095,0.011,,,,,,,,,,,6.045,0.02,5.818,0.046,5.744,0.021,,,,,,,,,6351,252,252,4.248,0.055,0.099,-0.049,0.15,0.21,1.366,0.083,0.049,1.228,0.091,0.121,0.472,0.083,0.119,45.62,1.369,1.369,0,0,0,AAA-111-111-000-0-0,,
213403720,19 22 43.689,-29 32 49.85,1,9.45,,6887-226-1,303-263897,19224369-2932497,,STAR,gri,rpm,-5,2.7,-1.4,2.5,,,12.686,0.712,10.027,0.07,,,11.119,0.01,9.75,0.01,8.734,0.04,,,6.707,0.021,5.904,0.042,5.647,0.026,,,,,,,,,4530,45,889,0.424,0.462,0.02,0.08,0.08,0.05,142.825,2.856,72.029,1.968,0.039,0.546,6.79E-07,3.27E-06,4.08E-08,3156,94.69,1690,0.262,0.001,0.189,AAA-111-111-000-0-0,,
213410372,19 22 03.860,-29 31 23.09,1,6.989,95203,6887-845-1,303-263729,19220385-2931231,,STAR,BV,plx,138.79,0.88,7.7,0.64,19.62,0.85,7.666,0.017,7.088,0.011,,,,,,,,,,,5.998,0.023,5.735,0.04,5.659,0.026,,,,,,,,,6212,297,297,4.089,0.09,0.108,-0.084,0.2,0.28,1.603,0.134,0.104,1.218,0.107,0.15,0.269,0.086,0.065,50.97,2.208,2.208,0,0,0,AAA-111-111-000-0-0,,
213410939,19 20 52.771,-29 31 15.71,1,9.811,,6887-951-1,303-263456,19205276-2931157,,STAR,gri,rpm,-1.6,2.2,1.7,2.3,,,12.116,0.368,10.063,0.055,,,10.946,0.03,9.668,0.01,9.324,0.03,,,7.507,0.027,6.754,0.036,6.572,0.044,,,,,,,,,4320,70,122,1.791,0.252,0.126,0.042,0.16,0.24,25.631,9.815,2.85,1.849,1.514,0.757,8.30E-05,9.36E-05,3.12E-05,956.8,413.5,123.5,0.233,0.049,0.112,AAA-111-111-000-0-0,,
213424353,19 21 22.844,-29 28 22.95,1,9.911,,6887-937-1,303-263594,19212284-2928229,,STAR,gri,rpm,1.4,1.6,-8.6,1.5,,,9.642,0.027,9.549,0.029,,,9.956,0.03,9.536,0.04,9.892,0.06,,,9.159,0.026,9.178,0.026,9.148,0.026,,,,,,,,,7321,308,220,3.665,0.187,0.085,0.131,0.08,0.14,3.509,0.557,0.896,2.177,0.188,0.339,0.045,0.051,0.013,546.2,47.21,140.9,0.187,0.097,0.097,AAA-122-111-000-0-0,,
213432146,19 21 38.774,-29 26 42.22,1,9.812,,6887-385-1,303-263644,19213876-2926421,,STAR,gri,rpm,11,2.8,-15.8,2.5,,,11.357,0.113,10.159,0.056,,,10.689,0.01,9.668,0.02,9.436,0.04,,,7.923,0.023,7.339,0.036,7.208,0.026,,,,,,,,,4657,73,55,2.472,0.099,0.055,-0.013,0.1,0.1,11.361,0.351,1.402,1.421,0.261,0.186,9.31E-04,3.63E-04,1.11E-04,578.5,26.15,56.7,0.124,0.058,0.035,AAA-111-111-000-0-0,,
213461346,19 02 19.644,-29 20 30.92,1,8.541,93485,6885-1757-1,304-251422,19021964-2920309,,STAR,gri,plx,-2,1.07,-40.56,0.67,6.99,0.93,8.644,0.018,8.298,0.014,,,9.48,0.01,8.836,0.19,8.138,0.02,,,7.542,0.023,7.429,0.036,7.362,0.027,,,,,,,,,6682,317,264,4.039,0.12,0.09,0.037,0.08,0.18,1.886,0.238,0.308,1.473,0.107,0.107,0.203,0.117,0.061,143.1,19.03,19.03,0.049,0.012,0.016,AAA-111-111-000-0-0,,
213470603,19 25 04.043,-29 18 33.69,1,5.676,95456,6888-2980-1,304-257947,,,STAR,BV,plx,-12.24,0.63,-61.49,0.43,10.95,0.66,7.196,0.016,5.921,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4804,150,112,3.076,0.336,0.096,-0.071,0.25,0.3,5.643,0.19,1.884,1.295,0.127,0.254,0.007,0.013,0.001,91.32,5.504,5.504,0.032,0.01,0.007,,,
213517464,19 20 57.188,-29 08 49.77,1,9.268,,6887-1937-1,305-270640,19205718-2908496,,STAR,BV,rpm,5.6,1.7,-14.4,1.7,,,10.807,0.082,9.517,0.036,,,,,,,,,,,7.34,0.03,6.814,0.036,6.639,0.024,,,,,,,,,4745,115,143,2.569,0.204,0.17,0.005,0.15,0.21,11.081,1.352,1.43,1.696,0.627,0.522,0.001,9.68E-04,3.66E-04,440.9,59.07,37.87,0.111,0.052,0.035,AAA-111-111-000-0-0,,
213518704,19 02 54.602,-29 08 33.76,1,9.665,,6885-1735-1,305-265398,19025459-2908336,,STAR,gri,rpm,-3.8,1.5,-12.4,1.6,,,9.998,0.031,9.586,0.028,,,10.037,0.17,9.653,0.26,9.505,0.22,,,8.972,0.029,8.795,0.049,8.778,0.021,,,,,,,,,6743,598,332,3.935,0.275,0.275,0.064,0.1,0.12,2.102,1.057,0.703,1.6,0.339,0.283,0.144,0.267,0.094,290.7,144.4,109.1,0.074,0.042,0.026,AAA-112-111-000-0-0,,
213524105,19 24 10.920,-29 07 28.29,1,9.923,,6888-1165-1,305-271432,19241090-2907282,,STAR,gri,col,,,,,,,13.156,0.668,11.013,0.136,,,11.974,0.01,10.601,0.01,9.044,0.03,,,6.837,0.021,5.998,0.029,5.647,0.018,,,,,,,,,3619,36,36,0.335,0.02,0.02,0.157,0.05,0.05,158.968,3.179,3.179,1.993,0.04,0.04,4.96E-07,2.98E-08,2.98E-08,3146,94.38,94.38,0.261,0.001,0.001,AAA-111-111-000-0-0,,
213536762,19 05 46.904,-29 04 52.04,1,7.208,93769,6885-395-1,305-266335,19054690-2904521,,STAR,BV,plx,-0.73,0.76,-6.16,0.46,2.76,0.63,7.067,0.015,7.083,0.01,,,,,,,,,,,6.954,0.023,7.015,0.04,6.971,0.026,,,,,,,,,11404,3519,2199,3.679,0.27,0.135,0.036,0.12,0.12,4.421,0.749,0.98,3.745,1.094,0.684,0.037,0.05,0.013,362.3,82.7,82.7,0.102,0.049,0.035,AAA-111-111-000-0-0,,
213554577,19 19 25.569,-29 01 15.71,1,8.1,94958,6887-2084-1,305-270264,19192556-2901156,,STAR,BV,plx,-140.4,0.94,-1.76,0.62,14.1,0.93,8.558,0.019,8.139,0.015,,,,,,,,,,,7.154,0.024,6.956,0.046,6.854,0.021,,,,,,,,,6366,234,234,4.287,0.065,0.078,-0.031,0.15,0.18,1.306,0.117,0.09,1.234,0.077,0.123,0.523,0.128,0.121,70.92,4.678,4.678,0.024,0.008,0.006,AAA-111-111-000-0-0,,
213572657,19 22 23.438,-28 57 39.48,1,9.988,,6887-698-1,306-270728,19222345-2857396,,STAR,gri,rpm,-8.5,2,0.6,2.1,,,11.382,0.111,10.124,0.054,,,10.77,0.03,9.944,0.04,9.652,0.02,,,8.334,0.024,7.838,0.047,7.715,0.02,,,,,,,,,4931,79,99,2.483,0.357,0.105,-0.243,0.25,0.4,10.482,1.653,1.204,1.349,1.086,0.418,9.56E-04,0.002,1.46E-04,678.8,155.5,57.44,0.124,0.052,0.037,AAA-111-111-000-0-0,,
213572829,19 05 21.672,-28 57 37.45,1,9.409,,6885-121-1,306-265961,19052167-2857374,,STAR,BV,rpm,-0.8,2.5,-16.1,2.2,,,10.77,0.058,9.62,0.029,,,,,,,,,,,7.564,0.026,7.015,0.034,6.885,0.027,,,,,,,,,4740,115,144,2.477,0.3,0.1,-0.054,0.16,0.2,10.948,1.145,1.825,1.456,0.551,0.367,9.83E-04,0.001,2.16E-04,487.8,54,63.72,0.106,0.065,0.027,AAA-111-111-000-0-0,,
213574685,19 22 25.950,-28 57 16.02,1,9.384,,6887-723-1,306-270739,19222595-2857160,,STAR,BV,rpm,-3.5,1.8,3.3,1.7,,,10.866,0.08,9.621,0.036,,,,,,,,,,,7.599,0.024,7.079,0.042,6.935,0.02,,,,,,,,,4796,115,115,2.583,0.185,0.222,0.023,0.12,0.15,11.876,4.946,2.615,2.244,0.907,0.756,0.001,9.67E-04,5.68E-04,556.4,244.1,109.1,0.129,0.069,0.049,AAA-111-111-000-0-0,,
213601546,19 21 41.331,-28 51 56.44,1,9.42,,6887-580-1,306-270565,19214132-2851564,,STAR,gri,rpm,-7.2,2.6,-5.1,2.6,,,12.499,0.513,10.304,0.075,,,11.084,0.01,9.679,0.02,8.707,0.02,,,6.709,0.024,5.876,0.034,5.615,0.021,,,,,,,,,3649,36,36,0.971,0.02,0.02,0.233,0.05,0.05,65.982,1.32,1.32,1.485,0.03,0.066,5.17E-06,3.10E-07,3.10E-07,1358,40.73,40.73,0.087,0.001,0.001,AAA-111-111-000-0-0,,
213622018,19 23 11.741,-28 47 55.09,1,9.505,,6887-624-1,307-259756,19231173-2847552,,STAR,BV,rpm,3.4,1.8,-7.8,1.8,,,10.959,0.079,9.736,0.038,,,,,,,,,,,7.402,0.024,6.762,0.029,6.604,0.017,,,,,,,,,4450,133,106,2.205,0.2,0.36,0.035,0.15,0.27,16.851,7.89,4.615,1.568,0.538,0.448,3.28E-04,3.74E-04,2.31E-04,630.6,275,164.2,0.127,0.081,0.037,AAA-111-111-000-0-0,,
213625761,19 17 12.546,-28 47 10.84,1,9.306,,6887-1976-1,307-258316,19171254-2847108,,STAR,BV,rpm,-7.2,1.9,-34.4,1.8,,,11.189,0.111,9.627,0.037,,,,,,,,,,,6.527,0.021,5.664,0.018,5.474,0.024,,,,,,,,,3988,95,95,1.068,0.32,0.384,-0.454,0.35,0.35,47.199,20.244,14.167,0.965,0.201,0.059,8.37E-06,1.78E-05,5.69E-06,730,298.3,181.3,0.132,0.127,0.049,AAA-111-111-000-0-0,,
213627918,19 14 36.489,-28 46 44.56,1,9.583,,6886-1209-1,307-257589,19143648-2846445,,STAR,BV,rpm,-1.7,1.5,-6.2,1.6,,,9.475,0.021,9.467,0.024,,,,,,,,,,,9.422,0.023,9.414,0.025,9.444,0.023,,,,,,,,,9733,1553,1109,3.996,0.195,0.273,0.031,0.12,0.12,2.556,1.111,0.68,2.569,0.664,0.553,0.134,0.152,0.08,561.8,245,146.3,0.14,0.077,0.052,AAA-222-111-000-0-0,,
213639687,19 08 56.257,-28 44 27.76,1,7.826,94059,6886-1945-1,307-256098,19085625-2844276,,STAR,BV,plx,46.27,1.37,-80.26,0.77,6.67,0.96,8.984,0.019,7.995,0.012,,,,,,,,,,,6.058,0.023,5.476,0.027,5.364,0.016,,,,,,,,,4681,131,93,2.652,0.195,0.195,-0.147,0.2,0.24,8.376,2.193,1.738,1.234,0.358,0.199,0.002,0.002,8.89E-04,149.9,21.58,21.58,0.058,0.031,0.014,AAA-111-111-000-0-0,,
213645953,19 22 00.198,-28 43 14.78,1,9.986,,,307-259505,19220018-2843146,,STAR,gri,rpm,24.7,1.4,13.4,1.2,,,12.677,0.02,11.206,0.02,,,11.948,0.01,10.688,0.03,9.145,0.02,,,6.777,0.021,5.886,0.047,5.56,0.024,,,,,,,,,4123,49,49,1.282,0.21,0.175,-0.479,0.24,0.24,35.497,8.274,6.71,0.955,0.131,0.046,1.90E-05,2.09E-05,8.95E-06,869.9,179.8,131.9,0.128,0.062,0.026,AAA-111-111-000-0-0,,
213651180,19 23 58.748,-28 42 14.09,1,9.401,95356,6888-40-1,307-259912,19235873-2842140,,STAR,BV,plx,-5.66,1.99,2.65,1.22,4.29,1.94,9.652,0.027,9.384,0.028,,,,,,,,,,,8.454,0.021,8.327,0.029,8.306,0.033,,,,,,,,,7159,495,353,4.003,0.215,0.344,0.022,0.12,0.12,2.03,1.226,0.549,1.701,0.294,0.252,0.166,0.189,0.117,233.1,105.4,105.4,0.069,0.042,0.019,AAA-111-111-000-0-0,,
