EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
201250998,11 18 00.493,-03 11 33.39,1,9.927,,4925-207-1,435-054823,11180048-0311333,,STAR,gri,rpm,-3.6,1.8,-2,1.8,,,11.586,0.157,10.295,0.061,,,10.922,0.01,9.91,0.01,9.5,0.08,,,8.071,0.026,7.366,0.046,7.197,0.021,,,,,,,,,4371,69,52,1.489,0.576,0.36,-0.681,0.49,0.35,27.668,13.162,11.622,0.928,0.26,0.045,3.93E-05,1.81E-04,2.78E-05,1324,585.3,470.7,0.03,0.016,0.01,,,
201258341,11 54 45.860,-03 04 58.09,1,9.769,,4935-450-1,435-055714,11544586-0304581,,STAR,gri,pmV,-115,1.5,-1.7,1.5,,,10.759,0.05,9.996,0.034,,,10.571,0.21,9.712,0.1,9.425,0.03,,,8.565,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201260990,11 24 55.704,-03 02 32.97,1,9.867,,4926-112-1,435-054991,11245571-0302329,,STAR,gri,rav,-2.4,1.4,-10.1,1.5,,,11.096,0.094,10.103,0.05,,,10.819,0.21,9.875,0.02,9.459,0.01,,,8.329,0.024,7.799,0.042,7.741,0.023,,,,,,,,,4942,79,79,3.336,0.162,0.135,-0.165,0.12,0.12,3.849,0.736,0.618,1.241,0.17,0.141,0.02,0.015,0.007,263.5,49.67,41.79,0.03,0.015,0.011,,,
201264258,11 29 37.874,-02 59 32.17,1,9.921,,4926-115-1,436-054904,11293786-0259321,,STAR,gri,rav,1.9,1.4,0.9,1.4,,,11.1,0.093,10.007,0.049,,,10.689,0.2,9.878,0.07,9.591,0.18,,,8.3,0.021,7.813,0.042,7.686,0.029,,,,,,,,,4603,196,112,1.973,0.205,0.246,-0.613,0.15,0.15,15.814,4.577,3.019,0.949,0.074,0.044,2.19E-04,2.18E-04,1.23E-04,957.9,240.3,163,0.03,0.022,0.011,,,
201265590,11 25 47.085,-02 58 15.82,1,9.861,,4926-239-1,436-054818,11254708-0258156,,STAR,gri,rpm,-19.5,1.6,-0.1,1.6,,,11.338,0.122,10.116,0.055,,,10.976,0.11,9.923,0.06,9.384,0.04,,,7.953,0.027,7.355,0.038,7.192,0.027,,,,,,,,,4454,104,104,2.212,0.276,0.966,-0.107,0.3,0.84,13.612,19.587,2.938,1.208,0.195,0.351,4.26E-04,4.85E-04,4.06E-04,689.8,937,138.3,0.034,0.017,0.014,,,
201268307,12 00 41.887,-02 55 51.04,1,9.122,58573,4942-113-1,436-055670,12004188-0255510,,STAR,BV,plx,-18.28,1.15,12.49,0.73,7.4,1.13,9.68,0.025,9.189,0.02,,,,,,,,,,,8.231,0.019,7.993,0.051,7.899,0.02,,,,,,,,,6242,346,247,4.136,0.12,0.144,-0.036,0.15,0.24,1.497,0.27,0.193,1.245,0.13,0.156,0.317,0.157,0.121,135.1,20.64,20.64,0.021,0.013,0.007,,,
201270464,11 20 32.035,-02 53 53.41,1,9.392,55390,4926-207-1,436-054673,11203204-0253534,,STAR,gri,plx,-16.66,1.49,-10.7,1.03,1.38,1.37,9.441,0.023,9.116,0.021,,,10.029,0.12,9.52,0.33,9.119,0.06,,,8.526,0.034,8.487,0.042,8.438,0.023,,,,,,,,,7456,548,456,3.859,0.19,0.19,0.028,0.12,0.12,2.585,0.928,0.583,1.935,0.27,0.231,0.095,0.095,0.054,724.6,719.4,719.4,0.03,0.013,0.011,,,
201277617,11 19 23.687,-02 47 21.47,1,9.749,,4925-309-1,437-053153,11192368-0247214,,STAR,gri,rpm,-12,1.3,8.8,1.3,,,10.959,0.087,9.9,0.045,,,10.728,0.26,9.822,0.3,9.33,0.05,,,8.141,0.027,7.659,0.059,7.564,0.026,,,,,,,,,4763,146,146,2.442,0.323,0.114,-0.256,0.25,0.35,10.871,0.912,2.196,1.183,0.407,0.203,9.35E-04,0.002,2.42E-04,633.1,52.82,108,0.03,0.016,0.01,,,
201278338,11 56 41.185,-02 46 44.24,1,9.399,58237,4935-756-1,437-054071,11564119-0246442,,STAR,gri,plx,-64.07,1.23,-43.74,0.73,24.05,1.2,10.426,0.042,9.49,0.025,,,10.613,0.31,9.536,0.02,8.879,0.06,,,7.838,0.027,7.431,0.04,7.283,0.024,,,,,,,,,5062,155,124,4.604,0.02,0.021,-0.124,0.15,0.24,0.743,0.026,0.035,0.81,0.036,0.065,1.962,0.165,0.152,41.58,2.075,2.075,0.008,0.006,0.003,,,
201289736,11 35 35.419,-02 36 12.16,1,9.232,,4933-146-1,437-053534,11353541-0236120,,STAR,gri,rav,-34.6,0.9,15.2,0.9,,,9.299,0.026,8.883,0.022,,,9.898,0.08,9.298,0.04,8.947,0.23,,,8.149,0.024,7.964,0.059,7.923,0.018,,,,,,,,,6742,135,162,4.217,0.07,0.098,-0.03,0.08,0.1,1.494,0.212,0.156,1.377,0.08,0.096,0.392,0.119,0.121,136.9,22.04,16.01,0.021,0.013,0.007,,,
201291477,11 56 51.907,-02 34 36.18,1,9.847,,4935-725-1,438-055337,11565190-0234360,,STAR,gri,rpm,-2.4,1,-22.5,1,,,11.257,0.082,10.037,0.036,,,10.872,0.24,9.908,0.03,9.407,0.01,,,8.162,0.024,7.624,0.049,7.492,0.021,,,,,,,,,4314,137,43,0.642,0.062,0.02,0.133,0.05,2.12,71.269,1.425,5.002,0.813,0.016,0.016,2.24E-06,5.29E-07,1.35E-07,3736,112.1,236.5,0.012,0.021,0.001,,,
201292886,11 17 49.450,-02 33 22.07,1,9.009,,4925-208-1,438-054376,11174945-0233221,,STAR,BV,rpm,-12.7,1.1,-20.5,1.1,,,9.556,0.027,9.073,0.022,,,,,,,,,,,8.217,0.019,7.977,0.029,7.934,0.024,,,,,,,,,6297,248,198,4.018,0.285,0.285,-0.004,0.12,0.15,1.895,0.993,0.652,1.382,0.308,0.22,0.168,0.316,0.109,163.1,83.78,55.35,0.024,0.013,0.009,,,
201293896,11 55 15.971,-02 32 28.06,1,9.563,,4935-779-1,438-055301,11551597-0232281,,STAR,gri,rpm,4.5,1,-10.2,0.9,,,10.125,0.03,9.548,0.024,,,10.528,0.3,9.599,0.04,9.149,0.01,,,8.338,0.023,8.009,0.034,7.959,0.023,,,,,,,,,4859,190,95,2.421,0.44,0.055,-0.846,0.54,1.08,10.261,0.98,1.839,0.898,0.338,0.106,9.51E-04,0.002,1.89E-04,681.9,67.51,95.6,0.045,0.009,0.015,,,
201314032,12 00 02.746,-02 14 36.88,1,9.708,,4939-363-1,439-053598,12000274-0214368,,STAR,gri,rav,45.6,1.1,40.3,1.1,,,10.402,0.039,9.854,0.034,,,10.133,0.03,9.83,0.04,9.526,0.04,,,8.751,0.023,8.492,0.034,8.379,0.023,,,,,,,,,5637,137,172,3.786,0.085,0.085,-0.364,0.15,0.18,2.153,0.436,0.278,1.076,0.174,0.109,0.104,0.036,0.036,212.1,42.9,27.37,0.028,0.016,0.013,,,
201318590,11 55 49.045,-02 10 28.85,1,9.657,,4932-751-1,440-053973,11554905-0210288,,STAR,gri,rav,-4.6,1.1,-35,1.2,,,10.869,0.058,9.734,0.029,,,10.753,0.42,9.759,0.03,9.188,0.01,,,8.003,0.02,7.492,0.051,7.343,0.021,,,,,,,,,4739,93,93,2.943,0.174,0.145,0.041,0.1,0.12,6.2,2.438,1.043,1.392,0.514,0.198,0.005,0.004,0.002,349.6,153.4,58.15,0.029,0.013,0.011,,,
201327337,11 29 50.270,-02 02 34.52,1,9.719,,4923-142-1,440-053356,11295026-0202346,,STAR,gri,rav,-32.1,1.1,3,1.1,,,10.296,0.043,9.624,0.033,,,10.237,0.13,9.573,0.01,9.497,0.22,,,8.573,0.024,8.332,0.026,8.3,0.023,,,,,,,,,6142,147,147,4.149,0.145,0.145,-0.01,0.1,0.12,1.484,0.377,0.255,1.202,0.131,0.109,0.338,0.236,0.159,147,37.89,25.57,0.023,0.011,0.008,,,
201329561,11 53 37.322,-02 00 36.75,1,9.493,57983,4932-90-1,440-053921,11533732-0200367,,STAR,gri,plx,-18.85,1.09,-119.32,0.68,2.02,1.1,10.293,0.03,9.602,0.021,,,10.29,0.4,9.623,0.1,9.152,0.08,,,8.126,0.02,7.717,0.067,7.598,0.021,,,,,,,,,4845,220,157,2.437,0.4,0.096,-0.401,0.35,0.49,10.254,1.093,2.839,1.065,0.415,0.173,9.53E-04,0.002,2.22E-04,495,269.6,269.6,0.03,0.018,0.011,,,
201340301,11 28 59.699,-01 51 09.22,1,9.668,,4923-256-1,441-053806,11285970-0151092,,STAR,gri,rpm,-1.9,1,-15.3,1,,,10.746,0.063,9.76,0.036,,,10.364,0.03,9.54,0.04,9.369,0.26,,,8.078,0.019,7.591,0.047,7.489,0.029,,,,,,,,,4820,98,78,2.466,0.391,0.102,-0.244,0.2,0.24,10.604,0.758,3.097,1.207,0.678,0.203,9.79E-04,0.002,2.26E-04,607.4,49.46,134.6,0.029,0.016,0.008,,,
201343968,11 20 23.949,-01 47 49.09,1,8.666,55379,4923-177-1,442-053297,11202395-0147490,,STAR,gri,plx,-74.64,0.87,18.8,0.75,9.79,1.04,8.774,0.018,8.267,0.013,,,9.837,0.37,9.088,0.03,8.164,0.06,,,7.313,0.023,7.134,0.026,7.104,0.04,,,,,,,,,6596,315,262,4.152,0.085,0.102,-0.004,0.12,0.12,1.627,0.231,0.17,1.399,0.071,0.085,0.31,0.108,0.094,102.1,10.85,10.85,0.017,0.011,0.006,,,
201344952,11 31 59.782,-01 46 56.58,1,8.438,56263,4930-620-1,442-053579,11315978-0146565,,STAR,gri,plx,-65.73,0.88,5.87,0.6,3.31,0.82,7.333,0.016,7.339,0.012,,,9.593,0.03,8.921,0.04,7.944,0.13,,,7.317,0.023,7.362,0.031,7.306,0.016,,,,,,,,,9231,921,767,3.837,0.15,0.15,-0.007,0.12,0.12,3.208,0.552,0.557,2.576,0.249,0.249,0.078,0.055,0.028,302.1,74.84,74.84,0.027,0.016,0.009,,,
201348285,11 26 42.711,-01 43 53.46,1,9.735,,4923-983-1,442-053430,11264271-0143534,,STAR,gri,rpm,-21.7,1.1,-7,1.1,,,10.073,0.035,9.699,0.033,,,10.132,0.03,9.622,0.04,9.565,0.13,,,8.969,0.026,8.801,0.049,8.75,0.021,,,,,,,,,5983,179,143,4.063,0.3,0.3,0.066,0.15,0.15,1.612,0.869,0.565,1.212,0.29,0.145,0.257,0.519,0.172,183.4,100.4,55.93,0.028,0.014,0.012,,,
201348551,11 21 48.904,-01 43 39.42,1,9.112,,4923-981-1,442-053331,11214894-0143398,,STAR,gri,col,,,,,,,9.683,0.03,8.999,0.022,,,10.166,0.57,9.495,0.07,8.661,0.04,,,7.769,0.02,7.441,0.036,7.384,0.027,,,,,,,,,5831,228,273,4.298,0.17,0.476,-0.081,0.16,0.32,1.184,0.919,0.296,1.035,0.195,0.122,0.589,0.636,0.482,82.36,59.98,25.17,0.015,0.011,0.007,,,
201350499,11 54 38.643,-01 41 53.97,1,8.816,,4932-207-1,442-054093,11543865-0141540,,STAR,gri,pmV,-18.6,1.1,4.7,1.1,,,11.286,0.073,9.816,0.029,,,10.75,0.13,9.535,0.12,7.987,0.06,,,5.444,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201353343,11 19 22.030,-01 39 20.19,1,7.723,,,442-053269,11192204-0139198,,STAR,BV,rpm,-221.2,1,-152.5,1,,,8.694,0.99,7.903,0.99,,,,,,,,,,,6.628,0.023,6.318,0.027,6.215,0.02,,,,,,,,,5891,185,324,4.374,0.11,0.264,-0.192,0.25,0.4,1.043,0.386,0.167,0.951,0.141,0.101,0.829,0.426,0.496,55.79,20.87,17.69,0.011,0.007,0.005,,,
201353392,11 19 22.639,-01 39 17.60,1,6.955,55288,4922-1218-1,442-053270,11192265-0139173,,STAR,BV,plx,-217.37,1.84,-153.94,1.12,20.78,1.52,7.569,0.016,7.037,0.012,,,,,,,,,,,6.092,0.018,5.914,0.044,5.815,0.024,,,,,,,,,6495,309,258,4.25,0.05,0.09,-0.002,0.15,0.15,1.398,0.11,0.102,1.291,0.093,0.112,0.45,0.104,0.109,48.12,3.52,3.52,0.01,0.006,0.004,,,
201356916,11 59 20.384,-01 36 05.39,1,9.827,,4932-678-1,442-054201,11592038-0136054,,STAR,gri,rav,13.5,1,-17.1,1,,,10.982,0.064,10.056,0.038,,,10.456,0.03,9.911,0.06,9.557,0.03,,,8.42,0.026,7.934,0.044,7.832,0.026,,,,,,,,,4892,78,78,3.116,0.162,0.135,-0.345,0.15,0.15,4.771,0.847,0.85,1.09,0.186,0.104,0.01,0.007,0.004,337.2,58.06,49.54,0.03,0.014,0.01,,,
201357547,12 01 02.568,-01 35 32.72,1,9.099,,4939-308-1,443-055716,12010258-0135326,,STAR,gri,rpm,-166.7,0.8,-85.8,0.8,,,9.924,0.03,9.208,0.021,,,9.9,0.03,9.017,0.04,8.755,0.06,,,7.834,0.026,7.486,0.034,7.419,0.023,,,,,,,,,5041,50,60,4.57,0.027,0.02,0.132,0.06,0.16,0.814,0.016,0.056,0.88,0.018,0.068,1.662,0.233,0.1,51.77,1.553,6.617,0.019,0.002,0.013,,,
201358683,11 35 37.605,-01 34 33.18,1,9.353,,4930-744-1,443-055077,11353759-0134331,,STAR,gri,rpm,-8.8,1,-9.1,1,,,10.615,0.065,9.534,0.033,,,10.183,0.01,9.196,0.09,8.998,0.13,,,7.657,0.017,7.135,0.063,6.942,0.02,,,,,,,,,4643,111,111,2.461,0.225,0.15,-0.087,0.2,0.24,11.368,1.72,1.494,1.379,0.326,0.272,9.05E-04,8.15E-04,3.15E-04,523.1,70.9,52.58,0.032,0.014,0.012,,,
201361857,11 24 17.359,-01 31 44.66,1,8.841,55664,4923-464-1,443-054754,11241736-0131446,,STAR,BV,plx,-178.07,1.18,-159.26,1.11,20.03,1.38,9.956,0.041,9.06,0.026,,,,,,,,,,,7.626,0.026,7.259,0.04,7.162,0.024,,,,,,,,,5483,191,159,4.518,0.025,0.025,-0.075,0.15,0.3,0.863,0.043,0.041,0.912,0.066,0.079,1.398,0.117,0.149,49.93,3.44,3.44,0.009,0.006,0.003,,,
201366465,11 08 39.698,-01 27 47.55,1,9.578,,4921-453-1,443-054377,11083970-0127473,,STAR,gri,rpm,-30.3,1.1,2.6,1.1,,,10.217,0.039,9.918,0.04,,,9.971,0.01,9.583,0.04,9.409,0.01,,,8.769,0.026,8.502,0.055,8.476,0.026,,,,,,,,,6035,178,142,4.096,0.275,0.275,-0.062,0.15,0.27,1.461,0.885,0.419,1.148,0.264,0.198,0.279,0.455,0.192,163.9,94.31,45.43,0.026,0.011,0.011,,,
201367296,11 54 51.958,-01 27 05.35,1,7.439,58093,4932-592-1,443-055563,11545196-0127054,,STAR,BV,plx,129.4,0.88,-306.82,0.77,16.68,0.88,8.29,0.016,7.586,0.011,,,,,,,,,,,6.39,0.026,6.092,0.031,6.075,0.067,,,,,,,,,6036,211,211,4.038,0.102,0.085,-0.141,0.2,0.4,1.619,0.15,0.115,1.115,0.137,0.137,0.245,0.092,0.067,59.95,3.163,3.163,0.012,0.006,0.003,,,
201367616,11 32 44.561,-01 26 47.45,1,9.707,,4930-106-1,443-055003,11324455-0126474,,STAR,BV,rpm,-42.9,1.1,-31.8,1.1,,,10.292,0.042,9.781,0.039,,,,,,,,,,,8.684,0.023,8.369,0.042,8.363,0.021,,,,,,,,,5977,190,285,4.202,0.225,0.27,-0.063,0.15,0.27,1.338,0.557,0.337,1.1,0.157,0.131,0.407,0.547,0.261,141.8,51.98,43.3,0.025,0.012,0.01,,,
201367904,11 56 01.259,-01 26 31.99,1,8.44,58191,4932-550-1,443-055593,11560125-0126320,,STAR,BV,plx,7.26,0.91,-34.96,0.62,8.39,1.02,9.074,0.019,8.527,0.014,,,,,,,,,,,7.562,0.019,7.381,0.049,7.276,0.023,,,,,,,,,6549,397,331,4.105,0.1,0.14,0.003,0.12,0.12,1.698,0.297,0.185,1.408,0.102,0.123,0.26,0.107,0.088,119.2,14.49,14.49,0.021,0.013,0.008,,,
201370145,11 13 08.709,-01 24 34.61,1,7.391,54802,4922-403-1,443-054491,11130872-0124345,,STAR,BV,plx,14.13,0.65,-146.98,0.47,8.29,0.6,8.53,0.019,7.617,0.012,,,,,,,,,,,5.859,0.019,5.359,0.021,5.222,0.023,,,,,,,,,4851,95,95,3.058,0.1,0.14,-0.22,0.25,0.3,5.419,0.6,0.454,1.217,0.282,0.235,0.007,0.003,0.002,120.6,8.731,8.731,0.021,0.01,0.008,,,
201371239,11 11 19.306,-01 23 40.55,1,7.27,54656,4922-1146-1,444-052947,11111931-0123405,,STAR,BV,plx,-57.3,0.88,6.8,0.54,7.87,0.67,8.604,0.02,7.475,0.012,,,,,,,,,,,5.64,0.023,,,4.918,0.02,,,,,,,,,4654,74,56,2.814,0.128,0.192,-0.034,0.12,0.18,7.101,1.304,0.93,1.29,0.186,0.186,0.003,0.002,0.001,127.1,10.82,10.82,0.023,0.011,0.006,,,
201371735,11 15 10.710,-01 23 15.79,1,9.087,,4922-351-1,444-053062,,,STAR,gri,pmV,-6.1,1.5,2,1.5,,,11.751,0.151,10.709,0.083,,,11.695,0.11,10.036,0.1,7.97,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201379473,11 52 56.563,-01 16 15.62,1,9.54,,4932-434-1,444-053968,11525656-0116156,,STAR,gri,rav,-86.7,0.8,24.4,0.8,,,10.141,0.025,9.581,0.02,,,9.818,0.1,9.512,0.06,9.421,0.07,,,8.651,0.026,8.417,0.038,8.335,0.024,,,,,,,,,6076,145,121,4.011,0.135,0.135,-0.05,0.1,0.14,1.706,0.476,0.316,1.215,0.185,0.132,0.211,0.144,0.086,182.4,42.01,34.15,0.025,0.013,0.009,,,
201379481,11 14 37.722,-01 16 14.98,1,6.413,54910,4922-1169-1,444-053050,,,STAR,BV,plx,32.07,0.53,-30.04,0.4,6.89,0.47,7.767,0.016,6.623,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4719,76,76,2.562,0.155,0.155,0.003,0.15,0.12,11.011,0.371,0.876,1.614,0.376,0.451,0.001,6.05E-04,4.00E-04,145.1,9.901,9.901,0.021,0.013,0.006,,,
201387934,11 19 33.239,-01 08 34.63,1,9.88,,4922-442-1,445-053284,11193323-0108345,,STAR,gri,apo,-15,1.3,-6.9,1.3,,,11.434,0.101,10.159,0.045,,,10.801,0.02,9.842,0.02,9.485,0.04,,,8.291,0.021,7.763,0.046,7.606,0.026,,,,,,,,,4622,92,92,2.502,0.14,0.1,0.056,0.1,0.1,11.345,0.562,1.532,1.456,0.262,0.219,0.001,5.89E-04,2.28E-04,697.2,26.16,82.08,0.031,0.016,0.013,,,
201391988,11 37 16.758,-01 04 57.19,1,9.533,56677,4930-666-1,445-053727,11371675-0104569,,STAR,gri,plx,-112.28,1.74,-130.57,1.14,6.83,1.66,10.289,0.047,9.527,0.032,,,10.103,0.03,9.429,0.06,9.289,0.03,,,8.306,0.021,7.983,0.038,7.918,0.023,,,,,,,,,5502,167,200,3.855,0.09,0.126,-0.045,0.16,0.24,2.094,0.414,0.265,1.161,0.148,0.105,0.118,0.056,0.043,146.4,35.58,35.58,0.027,0.014,0.012,,,
201392345,11 22 23.170,-01 04 38.49,1,9.304,,4923-486-1,445-053353,11222316-0104383,,STAR,gri,rpm,14.2,1,-17.2,1,,,9.545,0.028,8.979,0.022,,,10.379,0.01,9.424,0.13,8.843,0.02,,,8.116,0.027,7.897,0.065,7.846,0.024,,,,,,,,,4972,213,152,2.572,1.092,0.21,-0.277,0.4,0.48,9.298,1.452,6.628,1.132,0.48,0.218,0.001,0.056,7.68E-04,575.1,61.32,397.6,0.034,0.014,0.017,,,
201395474,11 23 17.465,-01 01 47.79,1,9.443,,4923-391-1,445-053374,11231746-0101477,,STAR,gri,rav,-0.1,1.2,-1.4,1.2,,,10.762,0.077,9.535,0.036,,,10.835,0.04,9.617,0.09,8.847,0.04,,,7.591,0.034,7.039,0.02,6.871,0.029,,,,,,,,,4618,91,91,2.52,0.115,0.115,-0.035,0.12,0.12,10.89,0.752,1.977,1.358,0.276,0.197,0.001,6.90E-04,3.24E-04,490.6,31.47,88.51,0.032,0.014,0.012,,,
201403778,11 12 50.436,-00 54 07.46,1,8.447,,4922-1183-1,446-053118,11125044-0054074,,STAR,BV,rpm,-61.6,1,11.2,1.1,,,9.029,0.021,8.521,0.016,,,,,,,,,,,7.569,0.019,7.343,0.017,7.302,0.024,,,,,,,,,6305,191,153,4.113,0.2,0.28,-0.005,0.12,0.15,1.56,0.767,0.388,1.308,0.238,0.149,0.281,0.32,0.184,105.6,51.19,29.64,0.02,0.011,0.008,,,
201411012,11 12 24.420,-00 47 27.07,1,9.197,54736,4922-350-1,447-051800,11122442-0047269,,STAR,gri,plx,-13.68,1.05,-2.97,0.67,5.08,0.96,8.873,0.02,8.663,0.017,,,10.147,0.05,9.415,0.07,8.789,0.03,,,8.286,0.021,8.253,0.029,8.215,0.023,,,,,,,,,6680,189,162,4.027,0.115,0.138,0.112,0.1,0.1,1.941,0.395,0.328,1.528,0.156,0.086,0.187,0.121,0.073,196.9,37.2,37.2,0.032,0.016,0.013,,,
201417670,11 36 07.420,-00 41 24.03,1,9.378,,4930-1072-1,447-052410,11360741-0041240,,STAR,gri,rpm,-45.4,1,-0.3,1,,,9.836,0.035,9.269,0.027,,,10.157,0.26,9.342,0.13,9.044,0.08,,,8.286,0.017,7.993,0.038,7.942,0.021,,,,,,,,,5921,228,228,4.103,0.28,0.336,-0.007,0.12,0.24,1.43,0.874,0.413,1.113,0.252,0.126,0.308,0.531,0.215,127.7,70.46,45.41,0.02,0.014,0.007,,,
201421619,11 21 09.146,-00 37 50.62,1,9.446,55438,4923-749-1,447-052025,11210913-0037506,,STAR,gri,plx,139.51,1.39,-118.42,1.06,11.58,1.54,10.076,0.037,9.446,0.029,,,10.109,0.4,9.539,0.28,9.162,0.06,,,8.312,0.023,8.016,0.034,7.934,0.027,,,,,,,,,5881,206,172,4.413,0.05,0.09,-0.061,0.16,0.28,1.043,0.116,0.087,1.015,0.086,0.103,0.898,0.194,0.241,86.36,11.48,11.48,0.018,0.008,0.007,,,
201421876,11 22 00.892,-00 37 36.17,1,9.421,,4923-728-1,447-052046,11220090-0037362,,STAR,gri,rpm,-60,1.1,5.6,1,,,9.799,0.032,9.429,0.03,,,10.003,0.48,9.472,0.27,9.171,0.06,,,8.416,0.029,8.275,0.051,8.159,0.034,,,,,,,,,6547,338,338,4.14,0.15,0.175,-0.02,0.12,0.15,1.582,0.459,0.31,1.36,0.207,0.173,0.315,0.218,0.159,156.1,56.63,30.97,0.025,0.014,0.009,,,
201423667,11 07 45.281,-00 36 00.33,1,9.805,,4921-292-1,447-051679,11074527-0036003,,STAR,gri,rav,1.8,1.1,4.8,1.1,,,11.086,0.076,10.225,0.047,,,10.619,0.03,9.751,0.04,9.456,0.02,,,8.367,0.023,7.897,0.04,7.717,0.02,,,,,,,,,4539,91,109,1.681,0.07,0.112,-0.705,0.12,0.12,22.711,2.713,1.758,0.918,0.037,0.018,7.36E-05,2.48E-05,2.11E-05,1351,157.9,90.17,0.032,0.012,0.012,,,
201434469,11 12 15.314,-00 26 35.77,1,9.792,,4922-626-1,448-052610,11121531-0026357,,STAR,gri,rav,-24.9,1.1,-6.9,1.1,,,9.896,0.032,9.522,0.029,,,10.407,0.04,9.856,0.04,9.529,0.09,,,8.886,0.027,8.732,0.04,8.702,0.021,,,,,,,,,6376,129,129,3.727,0.12,0.1,-0.009,0.08,0.08,2.811,0.484,0.488,1.654,0.144,0.173,0.068,0.04,0.022,346,62.39,62.42,0.03,0.015,0.011,,,
201436411,11 32 18.593,-00 24 53.02,1,8.723,56282,4930-323-1,448-053112,11321858-0024528,,STAR,gri,plx,42.78,1.07,-157.78,0.8,16.15,1.05,8.622,0.018,8.083,0.013,,,10.039,0.01,9.178,0.09,8.159,0.09,,,7.051,0.02,6.855,0.026,6.74,0.02,,,,,,,,,5957,141,94,4.298,0.065,0.065,0.162,0.08,0.12,1.253,0.074,0.097,1.133,0.053,0.045,0.572,0.132,0.107,61.92,4.026,4.026,0.014,0.005,0.006,,,
201436749,11 12 10.408,-00 24 34.50,1,8.912,54719,4922-341-1,448-052607,11121041-0024344,,STAR,gri,plx,-43.63,0.76,-15.12,0.53,7.91,0.71,8.387,0.017,8.157,0.014,,,9.922,0.03,9.167,0.04,8.48,0.06,,,7.674,0.024,7.605,0.046,7.587,0.046,,,,,,,,,7267,537,383,4.194,0.06,0.08,0.008,0.1,0.12,1.646,0.142,0.11,1.564,0.098,0.098,0.34,0.069,0.077,126.4,11.35,11.35,0.022,0.009,0.009,,,
201436971,11 32 39.289,-00 24 23.33,1,10,,4930-309-1,448-053120,11323928-0024233,,STAR,gri,rpm,-27.3,1.4,4.4,1.4,,,11.407,0.106,10.28,0.055,,,10.995,0.04,10.157,0.12,9.573,0.02,,,8.315,0.024,7.777,0.053,7.645,0.02,,,,,,,,,4722,142,142,2.467,0.44,0.264,-0.284,0.25,0.5,9.954,2.531,3.861,1.103,0.232,0.193,9.48E-04,0.003,5.23E-04,639.4,149.4,233.7,0.034,0.016,0.013,,,
201439390,11 24 53.965,-00 22 10.87,1,9.74,,4923-824-1,449-051450,11245396-0022107,,STAR,gri,rpm,-14.4,1.3,-5.5,1.2,,,11.259,0.112,9.97,0.048,,,10.635,0.07,9.739,0.11,9.356,0.06,,,8.068,0.024,7.505,0.063,7.375,0.026,,,,,,,,,4659,112,112,2.414,0.21,0.252,-0.186,0.2,0.4,11.116,2.904,1.955,1.203,0.286,0.239,8.12E-04,7.35E-04,4.83E-04,616.2,148.6,88.1,0.031,0.015,0.011,,,
201440285,11 21 55.708,-00 21 27.29,1,9.975,,4923-939-1,449-051371,11215570-0021272,,STAR,gri,pmV,-63.9,1.3,13.2,1.2,,,10.62,0.057,10.167,0.053,,,10.418,0.15,9.94,0.08,9.785,0.05,,,9.008,0.029,8.554,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201443830,11 19 53.851,-00 18 23.03,1,8.79,,4922-30-1,449-051324,11195385-0018228,,STAR,gri,rpm,-109.6,1,-54.5,1.1,,,9.576,0.026,8.879,0.018,,,9.248,0.01,8.707,0.03,8.594,0.04,,,7.738,0.032,7.419,0.029,7.365,0.024,,,,,,,,,5640,113,90,4.461,0.05,0.42,0.037,0.12,0.21,0.97,0.593,0.079,1.01,0.071,0.071,1.071,0.232,0.799,62.17,46.37,7.396,0.013,0.008,0.005,,,
201445490,11 27 26.223,-00 16 58.99,1,9.728,,4923-848-1,449-051521,11272622-0016589,,STAR,gri,rpm,-13.9,1.4,-1.5,1.4,,,11.341,0.095,10.124,0.046,,,10.746,0.02,9.81,0.06,9.292,0.02,,,7.928,0.024,7.321,0.034,7.133,0.021,,,,,,,,,4507,72,90,2.177,0.295,0.708,-0.293,0.35,0.7,14.512,14.205,3.921,1.082,0.289,0.241,3.64E-04,5.71E-04,3.33E-04,723,665.4,160.5,0.036,0.014,0.017,,,
